x-axis,2,3,4
second,Volt,Volt,Volt
-2.436600E-06,+74.434673E-06,+7.113882386E-03,-84.317681258E-03
-2.434100E-06,+81.595477E-06,+7.114259271E-03,-84.284703871E-03
-2.431600E-06,+90.766331E-06,+7.115389924E-03,-84.203045581E-03
-2.429100E-06,+80.339195E-06,+7.115264296E-03,-84.397769197E-03
-2.426600E-06,+109.108039E-06,+7.116018065E-03,-84.273711409E-03
-2.424100E-06,+109.736180E-06,+7.115892437E-03,-84.215608395E-03
-2.421600E-06,+89.384421E-06,+7.116018065E-03,-84.360080755E-03
-2.419100E-06,+94.158290E-06,+7.116646205E-03,-84.264289299E-03
-2.416600E-06,+127.449747E-06,+7.116646205E-03,-84.347517941E-03
-2.414100E-06,+111.369346E-06,+7.116018065E-03,-84.250156133E-03
-2.411600E-06,+88.881909E-06,+7.118656256E-03,-84.204615932E-03
-2.409100E-06,+97.173366E-06,+7.116646205E-03,-84.400909900E-03
-2.406600E-06,+128.957285E-06,+7.117902487E-03,-84.259578243E-03
-2.404100E-06,+90.640703E-06,+7.117902487E-03,-84.284703871E-03
-2.401600E-06,+109.484923E-06,+7.117902487E-03,-84.404050604E-03
-2.399100E-06,+71.293969E-06,+7.117651231E-03,-84.203045581E-03
-2.396600E-06,+83.731155E-06,+7.117023090E-03,-84.320821961E-03
-2.394100E-06,+99.057788E-06,+7.117651231E-03,-84.221889801E-03
-2.391600E-06,+86.871858E-06,+7.116018065E-03,-84.272141057E-03
-2.389100E-06,+99.183416E-06,+7.118153743E-03,-84.454301859E-03
-2.386600E-06,+85.238693E-06,+7.117148718E-03,-84.339666182E-03
-2.384100E-06,+72.047738E-06,+7.118907512E-03,-84.209326988E-03
-2.381600E-06,+97.047738E-06,+7.118530627E-03,-84.320821961E-03
-2.379100E-06,+109.736180E-06,+7.118404999E-03,-84.292555630E-03
-2.376600E-06,+108.479898E-06,+7.118656256E-03,-84.331814423E-03
-2.374100E-06,+56.344221E-06,+7.117399974E-03,-84.275281761E-03
-2.371600E-06,+122.927134E-06,+7.117148718E-03,-84.225030505E-03
-2.369100E-06,+125.188441E-06,+7.117023090E-03,-84.437027990E-03
-2.366600E-06,+64.384421E-06,+7.118279371E-03,-84.264289299E-03
-2.364100E-06,+66.394472E-06,+7.118404999E-03,-84.228171208E-03
-2.361600E-06,+125.816582E-06,+7.118404999E-03,-84.345947589E-03
-2.359100E-06,+90.766331E-06,+7.119158768E-03,-84.284703871E-03
-2.356600E-06,+75.314070E-06,+7.119284396E-03,-84.339666182E-03
-2.354100E-06,+87.123115E-06,+7.119786909E-03,-84.256437540E-03
-2.351600E-06,+102.952260E-06,+7.120038165E-03,-84.184201360E-03
-2.349100E-06,+85.113064E-06,+7.119661281E-03,-84.465294321E-03
-2.346600E-06,+76.695979E-06,+7.119661281E-03,-84.258007892E-03
-2.344100E-06,+105.464823E-06,+7.120289421E-03,-84.264289299E-03
-2.341600E-06,+132.600501E-06,+7.120289421E-03,-84.334955127E-03
-2.339100E-06,+81.595477E-06,+7.118907512E-03,-84.295696333E-03
-2.336600E-06,+88.253768E-06,+7.121545703E-03,-84.334955127E-03
-2.334100E-06,+123.052763E-06,+7.118656256E-03,-84.301977740E-03
-2.331600E-06,+126.570350E-06,+7.120289421E-03,-84.221889801E-03
-2.329100E-06,+93.781406E-06,+7.120038165E-03,-84.400909900E-03
-2.326600E-06,+86.997487E-06,+7.120415050E-03,-84.276852112E-03
-2.324100E-06,+68.278894E-06,+7.117651231E-03,-84.206186284E-03
-2.321600E-06,+82.097989E-06,+7.119786909E-03,-84.344377237E-03
-2.319100E-06,+105.087939E-06,+7.120289421E-03,-84.262718947E-03
-2.316600E-06,+98.178391E-06,+7.120666306E-03,-84.345947589E-03
-2.314100E-06,+105.087939E-06,+7.119033140E-03,-84.261148595E-03
-2.311600E-06,+74.560301E-06,+7.119786909E-03,-84.221889801E-03
-2.309100E-06,+87.248743E-06,+7.119033140E-03,-84.422894824E-03
-2.306600E-06,+106.846733E-06,+7.118279371E-03,-84.289414926E-03
-2.304100E-06,+125.314069E-06,+7.118279371E-03,-84.298837037E-03
-2.301600E-06,+96.670853E-06,+7.118153743E-03,-84.424465176E-03
-2.299100E-06,+100.942210E-06,+7.117902487E-03,-84.225030505E-03
-2.296600E-06,+79.334170E-06,+7.117776859E-03,-84.342806886E-03
-2.294100E-06,+48.429648E-06,+7.117148718E-03,-84.228171208E-03
-2.291600E-06,+78.580401E-06,+7.116520577E-03,-84.254867188E-03
-2.289100E-06,+119.660803E-06,+7.115892437E-03,-84.432316935E-03
-2.286600E-06,+111.494974E-06,+7.117148718E-03,-84.316110906E-03
-2.284100E-06,+110.741205E-06,+7.117525602E-03,-84.207756636E-03
-2.281600E-06,+127.449747E-06,+7.118279371E-03,-84.319251609E-03
-2.279100E-06,+118.530149E-06,+7.117274346E-03,-84.294125982E-03
-2.276600E-06,+89.007537E-06,+7.117525602E-03,-84.339666182E-03
-2.274100E-06,+99.434672E-06,+7.115892437E-03,-84.286274223E-03
-2.271600E-06,+61.997487E-06,+7.114636155E-03,-84.220319450E-03
-2.269100E-06,+109.484923E-06,+7.115138668E-03,-84.457442563E-03
-2.266600E-06,+88.002512E-06,+7.117651231E-03,-84.273711409E-03
-2.264100E-06,+91.268843E-06,+7.117902487E-03,-84.231311912E-03
-2.261600E-06,+105.841707E-06,+7.118028115E-03,-84.344377237E-03
-2.259100E-06,+106.595476E-06,+7.118781884E-03,-84.275281761E-03
-2.256600E-06,+114.007536E-06,+7.119410024E-03,-84.333384775E-03
-2.254100E-06,+72.424622E-06,+7.119912537E-03,-84.254867188E-03
-2.251600E-06,+101.947235E-06,+7.118907512E-03,-84.190482767E-03
-2.249100E-06,+99.937185E-06,+7.118530627E-03,-84.452731508E-03
-2.246600E-06,+88.379396E-06,+7.119284396E-03,-84.250156133E-03
-2.244100E-06,+118.907034E-06,+7.119786909E-03,-84.284703871E-03
-2.241600E-06,+104.585426E-06,+7.122048215E-03,-84.323962665E-03
-2.239100E-06,+88.756280E-06,+7.120289421E-03,-84.300407389E-03
-2.236600E-06,+72.298994E-06,+7.120415050E-03,-84.312970203E-03
-2.234100E-06,+86.746230E-06,+7.120791934E-03,-84.292555630E-03
-2.231600E-06,+108.731155E-06,+7.121043190E-03,-84.218749098E-03
-2.229100E-06,+95.163316E-06,+7.120163793E-03,-84.415043066E-03
-2.226600E-06,+114.384421E-06,+7.119158768E-03,-84.287844575E-03
-2.224100E-06,+100.690954E-06,+7.119661281E-03,-84.214038043E-03
-2.221600E-06,+98.806532E-06,+7.120289421E-03,-84.369502865E-03
-2.219100E-06,+103.580401E-06,+7.120163793E-03,-84.273711409E-03
-2.216600E-06,+106.972361E-06,+7.120289421E-03,-84.360080755E-03
-2.214100E-06,+86.620602E-06,+7.120415050E-03,-84.276852112E-03
-2.211600E-06,+75.062813E-06,+7.119535653E-03,-84.239163671E-03
-2.209100E-06,+83.856783E-06,+7.119535653E-03,-84.435457638E-03
-2.206600E-06,+128.203516E-06,+7.119535653E-03,-84.284703871E-03
-2.204100E-06,+130.213566E-06,+7.118907512E-03,-84.295696333E-03
-2.201600E-06,+95.163316E-06,+7.118530627E-03,-84.421324473E-03
-2.199100E-06,+95.540200E-06,+7.119033140E-03,-84.215608395E-03
-2.196600E-06,+118.781406E-06,+7.117399974E-03,-84.341236534E-03
-2.194100E-06,+64.635678E-06,+7.118153743E-03,-84.214038043E-03
-2.191600E-06,+114.886933E-06,+7.117651231E-03,-84.265859650E-03
-2.189100E-06,+87.625627E-06,+7.118907512E-03,-84.440168694E-03
-2.186600E-06,+73.052763E-06,+7.118153743E-03,-84.316110906E-03
-2.184100E-06,+67.148240E-06,+7.120415050E-03,-84.196764174E-03
-2.181600E-06,+68.907034E-06,+7.116646205E-03,-84.327103368E-03
-2.179100E-06,+72.298994E-06,+7.117023090E-03,-84.284703871E-03
-2.176600E-06,+79.711054E-06,+7.118028115E-03,-84.325533016E-03
-2.174100E-06,+105.967336E-06,+7.117148718E-03,-84.272141057E-03
-2.171600E-06,+110.113064E-06,+7.118279371E-03,-84.203045581E-03
-2.169100E-06,+100.188441E-06,+7.116897462E-03,-84.435457638E-03
-2.166600E-06,+101.319094E-06,+7.119661281E-03,-84.259578243E-03
-2.164100E-06,+109.736180E-06,+7.119158768E-03,-84.229741560E-03
-2.161600E-06,+108.479898E-06,+7.119661281E-03,-84.360080755E-03
-2.159100E-06,+114.007536E-06,+7.119661281E-03,-84.286274223E-03
-2.156600E-06,+102.952260E-06,+7.120791934E-03,-84.364791810E-03
-2.154100E-06,+92.399496E-06,+7.121043190E-03,-84.262718947E-03
-2.151600E-06,+110.992461E-06,+7.119661281E-03,-84.179490304E-03
