x-axis,2,3
second,Volt,Volt
-5.000000E-03,+482.412055E-03,+2.806878105E+00
-4.995000E-03,-216.080400E-03,+2.897330365E+00
-4.990000E-03,-291.457283E-03,+2.877229863E+00
-4.985000E-03,-502.512557E-03,+2.610898207E+00
-4.980000E-03,-80.402009E-03,+2.646074086E+00
-4.975000E-03,+281.407032E-03,+2.837028858E+00
-4.970000E-03,+140.703516E-03,+2.867179612E+00
-4.965000E-03,-492.462306E-03,+2.786777603E+00
-4.960000E-03,-381.909544E-03,+2.625973584E+00
-4.955000E-03,-80.402009E-03,+2.620948459E+00
-4.950000E-03,+391.959795E-03,+2.726476096E+00
-4.945000E-03,+180.904521E-03,+2.816928356E+00
-4.940000E-03,-221.105525E-03,+2.887280114E+00
-4.935000E-03,-422.110548E-03,+2.641048961E+00
-4.930000E-03,+30.150753E-03,+2.646074086E+00
-4.925000E-03,+417.085423E-03,+2.776727351E+00
-4.920000E-03,+201.005023E-03,+2.766677100E+00
-4.915000E-03,-542.713562E-03,+2.811903230E+00
-4.910000E-03,-542.713562E-03,+2.615923333E+00
-4.905000E-03,-15.075377E-03,+2.641048961E+00
-4.900000E-03,+120.603014E-03,+2.786777603E+00
-4.895000E-03,+231.155776E-03,+2.781752477E+00
-4.890000E-03,-432.160799E-03,+2.816928356E+00
-4.885000E-03,-442.211051E-03,+2.681249965E+00
-4.880000E-03,-140.703516E-03,+2.625973584E+00
-4.875000E-03,+226.130651E-03,+2.796827854E+00
-4.870000E-03,-301.507534E-03,+2.887280114E+00
-4.865000E-03,-412.060297E-03,+2.857129361E+00
-4.860000E-03,-562.814064E-03,+2.605873082E+00
-4.855000E-03,+90.452260E-03,+2.696325342E+00
-4.850000E-03,+271.356781E-03,+2.736526347E+00
-4.845000E-03,+221.105525E-03,+2.837028858E+00
-4.840000E-03,+100.502512E-03,+2.947581621E+00
-4.835000E-03,-437.185925E-03,+2.625973584E+00
-4.830000E-03,-60.301507E-03,+2.636023835E+00
-4.825000E-03,+50.251256E-03,+2.736526347E+00
-4.820000E-03,+100.502511E-03,+2.786777603E+00
-4.815000E-03,-366.834167E-03,+2.837028858E+00
-4.810000E-03,-522.613060E-03,+2.625973584E+00
-4.805000E-03,+341.708539E-03,+2.701350468E+00
-4.800000E-03,+160.804018E-03,+2.766677100E+00
-4.795000E-03,-10.050251E-03,+2.796827854E+00
-4.790000E-03,-150.753767E-03,+2.927481119E+00
-4.785000E-03,-422.110548E-03,+2.671199714E+00
-4.780000E-03,-221.105525E-03,+2.605873082E+00
-4.775000E-03,+336.683413E-03,+2.781752477E+00
-4.770000E-03,+10.050251E-03,+2.897330365E+00
-4.765000E-03,-356.783916E-03,+2.877229863E+00
-4.760000E-03,-422.110548E-03,+2.646074086E+00
-4.755000E-03,-100.502511E-03,+2.651099212E+00
-4.750000E-03,+160.804018E-03,+2.736526347E+00
-4.745000E-03,-20.100502E-03,+2.862154486E+00
-4.740000E-03,-643.216073E-03,+2.826978607E+00
-4.735000E-03,-427.135674E-03,+2.646074086E+00
-4.730000E-03,+140.703516E-03,+2.706375593E+00
-4.725000E-03,+241.206028E-03,+2.766677100E+00
-4.720000E-03,-180.904521E-03,+2.887280114E+00
-4.715000E-03,-140.703516E-03,+2.922455993E+00
-4.710000E-03,-592.964818E-03,+2.686275091E+00
-4.705000E-03,-65.326632E-03,+2.686275091E+00
-4.700000E-03,+140.703516E-03,+2.826978607E+00
-4.695000E-03,-70.351758E-03,+2.897330365E+00
-4.690000E-03,-331.658288E-03,+2.847079109E+00
-4.685000E-03,-402.010046E-03,+2.666174589E+00
-4.680000E-03,-221.105525E-03,+2.625973584E+00
-4.675000E-03,+286.432158E-03,+2.842053984E+00
-4.670000E-03,-70.351758E-03,+2.867179612E+00
-4.665000E-03,-432.160799E-03,+2.837028858E+00
-4.660000E-03,-482.412055E-03,+2.625973584E+00
-4.655000E-03,+80.402009E-03,+2.681249965E+00
-4.650000E-03,+211.055274E-03,+2.716425844E+00
-4.645000E-03,+80.402009E-03,+2.832003733E+00
-4.640000E-03,-482.412055E-03,+2.867179612E+00
-4.635000E-03,-487.437181E-03,+2.671199714E+00
-4.630000E-03,-80.402009E-03,+2.656124338E+00
-4.625000E-03,-50.251256E-03,+2.716425844E+00
-4.620000E-03,-140.703516E-03,+2.887280114E+00
-4.615000E-03,-125.628139E-03,+2.857129361E+00
-4.610000E-03,-633.165822E-03,+2.666174589E+00
-4.605000E-03,-150.753767E-03,+2.671199714E+00
-4.600000E-03,+140.703516E-03,+2.706375593E+00
-4.595000E-03,-75.376884E-03,+2.977732374E+00
-4.590000E-03,-100.502511E-03,+2.907380616E+00
-4.585000E-03,-527.638185E-03,+2.671199714E+00
-4.580000E-03,-281.407032E-03,+2.646074086E+00
-4.575000E-03,+195.979897E-03,+2.666174589E+00
-4.570000E-03,+150.753767E-03,+2.917430867E+00
-4.565000E-03,-412.060297E-03,+2.877229863E+00
-4.560000E-03,-402.010046E-03,+2.666174589E+00
-4.555000E-03,-125.628139E-03,+2.651099212E+00
-4.550000E-03,+291.457283E-03,+2.766677100E+00
-4.545000E-03,+391.959795E-03,+2.847079109E+00
-4.540000E-03,-40.201005E-03,+2.947581621E+00
-4.535000E-03,-522.613060E-03,+2.651099212E+00
-4.530000E-03,-120.603014E-03,+2.676224840E+00
-4.525000E-03,+95.477386E-03,+2.761651975E+00
-4.520000E-03,+20.100502E-03,+2.826978607E+00
-4.515000E-03,-80.402009E-03,+2.942556495E+00
-4.510000E-03,-432.160799E-03,+2.696325342E+00
-4.505000E-03,-206.030149E-03,+2.646074086E+00
-4.500000E-03,+201.005023E-03,+2.847079109E+00
-4.495000E-03,-55.276381E-03,+2.902355491E+00
-4.490000E-03,-261.306530E-03,+2.917430867E+00
-4.485000E-03,-402.010046E-03,+2.756626849E+00
-4.480000E-03,-60.301507E-03,+2.706375593E+00
-4.475000E-03,+226.130651E-03,+2.671199714E+00
-4.470000E-03,+130.653265E-03,+2.947581621E+00
-4.465000E-03,+25.125628E-03,+2.967682123E+00
-4.460000E-03,-442.211051E-03,+2.686275091E+00
-4.455000E-03,-160.804018E-03,+2.656124338E+00
-4.450000E-03,+432.160799E-03,+2.756626849E+00
-4.445000E-03,+130.653265E-03,+2.837028858E+00
-4.440000E-03,+20.100502E-03,+2.967682123E+00
-4.435000E-03,-522.613060E-03,+2.651099212E+00
-4.430000E-03,-170.854270E-03,+2.666174589E+00
-4.425000E-03,+165.829144E-03,+2.766677100E+00
-4.420000E-03,-100.502511E-03,+2.867179612E+00
-4.415000E-03,-65.326632E-03,+2.912405742E+00
-4.410000E-03,-452.261302E-03,+2.736526347E+00
-4.405000E-03,-251.256279E-03,+2.641048961E+00
-4.400000E-03,+100.502511E-03,+2.847079109E+00
-4.395000E-03,-35.175879E-03,+2.957631872E+00
-4.390000E-03,-140.703516E-03,+2.977732374E+00
-4.385000E-03,-402.010046E-03,+2.686275091E+00
-4.380000E-03,-120.603014E-03,+2.686275091E+00
-4.375000E-03,+206.030148E-03,+2.641048961E+00
-4.370000E-03,+190.954772E-03,+2.917430867E+00
-4.365000E-03,-396.984920E-03,+2.922455993E+00
-4.360000E-03,-422.110548E-03,+2.686275091E+00
-4.355000E-03,-55.276381E-03,+2.681249965E+00
-4.350000E-03,+361.809041E-03,+2.766677100E+00
-4.345000E-03,-20.100502E-03,+2.857129361E+00
-4.340000E-03,+100.502512E-03,+2.987782626E+00
-4.335000E-03,-467.336678E-03,+2.756626849E+00
-4.330000E-03,-281.407032E-03,+2.636023835E+00
-4.325000E-03,-15.075377E-03,+2.771702226E+00
-4.320000E-03,-140.703516E-03,+3.007883128E+00
-4.315000E-03,-125.628139E-03,+2.997832877E+00
-4.310000E-03,-381.909544E-03,+2.706375593E+00
-4.305000E-03,-201.005023E-03,+2.651099212E+00
-4.300000E-03,+180.904521E-03,+2.666174589E+00
-4.295000E-03,-75.376884E-03,+2.857129361E+00
-4.290000E-03,-211.055274E-03,+2.987782626E+00
-4.285000E-03,-376.884418E-03,+2.801852979E+00
-4.280000E-03,-180.904521E-03,+2.666174589E+00
-4.275000E-03,+170.854270E-03,+2.806878105E+00
-4.270000E-03,-120.603014E-03,+2.957631872E+00
-4.265000E-03,-311.557785E-03,+2.937531370E+00
-4.260000E-03,-422.110548E-03,+2.686275091E+00
-4.255000E-03,-40.201005E-03,+2.686275091E+00
-4.250000E-03,-70.351758E-03,+2.726476096E+00
-4.245000E-03,-135.678390E-03,+2.942556495E+00
-4.240000E-03,+60.301507E-03,+2.987782626E+00
-4.235000E-03,-507.537683E-03,+2.842053984E+00
-4.230000E-03,-251.256279E-03,+2.666174589E+00
-4.225000E-03,+150.753767E-03,+2.771702226E+00
-4.220000E-03,-80.402009E-03,+2.847079109E+00
-4.215000E-03,-65.326632E-03,+3.033008756E+00
-4.210000E-03,-412.060297E-03,+2.716425844E+00
-4.205000E-03,-80.402009E-03,+2.721450970E+00
-4.200000E-03,+241.206027E-03,+2.686275091E+00
-4.195000E-03,-25.125628E-03,+3.012908253E+00
-4.190000E-03,-120.603014E-03,+3.027983630E+00
-4.185000E-03,-417.085423E-03,+2.716425844E+00
-4.180000E-03,-80.402009E-03,+2.686275091E+00
-4.175000E-03,+145.728642E-03,+2.811903230E+00
-4.170000E-03,+261.306530E-03,+2.937531370E+00
-4.165000E-03,-55.276381E-03,+2.997832877E+00
-4.160000E-03,-402.010046E-03,+2.726476096E+00
-4.155000E-03,-291.457283E-03,+2.666174589E+00
-4.150000E-03,+160.804018E-03,+2.786777602E+00
-4.145000E-03,-170.854270E-03,+2.952606746E+00
-4.140000E-03,-60.301507E-03,+2.967682123E+00
-4.135000E-03,-407.035171E-03,+2.766677100E+00
-4.130000E-03,-160.804018E-03,+2.686275091E+00
-4.125000E-03,+25.125628E-03,+2.746576598E+00
-4.120000E-03,-120.603014E-03,+2.867179612E+00
-4.115000E-03,-130.653265E-03,+2.982757500E+00
-4.110000E-03,-432.160799E-03,+2.786777603E+00
-4.105000E-03,-145.728642E-03,+2.716425844E+00
-4.100000E-03,+120.603014E-03,+2.887280114E+00
-4.095000E-03,-130.653265E-03,+3.002858002E+00
-4.090000E-03,+130.653265E-03,+3.078234886E+00
-4.085000E-03,-396.984920E-03,+2.826978607E+00
-4.080000E-03,-140.703516E-03,+2.706375593E+00
-4.075000E-03,+170.854269E-03,+2.696325342E+00
-4.070000E-03,+331.658288E-03,+2.937531370E+00
-4.065000E-03,-251.256278E-03,+2.997832877E+00
-4.060000E-03,-422.110548E-03,+2.706375593E+00
-4.055000E-03,-301.507535E-03,+2.656124338E+00
