x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-8.13660E-06,+303.05449471E-03,-15.13699696E-03,+310.19552245E-03,-83.42666368E-03
-8.12660E-06,+303.05449471E-03,-14.96136882E-03,+310.19552245E-03,-83.51209081E-03
-8.11660E-06,+303.05449471E-03,-15.17707234E-03,+310.19552245E-03,-83.42415112E-03
-8.10660E-06,+303.05449471E-03,-15.33712259E-03,+310.19552245E-03,-83.48947775E-03
-8.09660E-06,+303.05606506E-03,-16.00697183E-03,+310.19552245E-03,-83.40750539E-03
-8.08660E-06,+303.05493441E-03,-15.82920801E-03,+310.19552245E-03,-83.51271895E-03
-8.07660E-06,+303.05606506E-03,-16.06865524E-03,+310.19552245E-03,-83.43985463E-03
-8.06660E-06,+303.05606506E-03,-16.35709745E-03,+310.19552245E-03,-83.52276921E-03
-8.05660E-06,+303.05606506E-03,-16.60822810E-03,+310.19552245E-03,-83.39400036E-03
-8.04660E-06,+303.05606506E-03,-17.21790146E-03,+310.19552245E-03,-83.50737976E-03
-8.03660E-06,+303.05606506E-03,-17.15684619E-03,+310.19552245E-03,-83.43357323E-03
-8.02660E-06,+303.05606506E-03,-17.67079090E-03,+310.19552245E-03,-83.40153805E-03
-8.01660E-06,+303.05449471E-03,-17.60332859E-03,+310.19552245E-03,-78.32270645E-03
-8.00660E-06,+303.05449471E-03,-17.98875572E-03,+310.19552245E-03,-19.60285783E-03
-7.99660E-06,+303.05606506E-03,-18.42518788E-03,+310.19552245E-03,+55.99732980E-03
-7.98660E-06,+303.05606506E-03,-18.73008738E-03,+310.19552245E-03,+77.30166374E-03
-7.97660E-06,+303.05606506E-03,-19.13360496E-03,+310.19552245E-03,+79.44111096E-03
-7.96660E-06,+303.05606506E-03,-19.65697179E-03,+310.19552245E-03,+79.43797025E-03
-7.95660E-06,+303.05606506E-03,-19.33586626E-03,+310.19552245E-03,+74.57082207E-03
-7.94660E-06,+303.05449471E-03,-20.09918284E-03,+310.19552245E-03,+15.55857395E-03
-7.93660E-06,+303.05449471E-03,-20.04993661E-03,+310.19552245E-03,-59.77119911E-03
-7.92660E-06,+303.05449471E-03,-20.22468535E-03,+310.19552245E-03,-81.32207827E-03
-7.91660E-06,+303.05606506E-03,-20.54993660E-03,+310.19552245E-03,-83.14494258E-03
-7.90660E-06,+303.05606506E-03,-20.85646926E-03,+310.19552245E-03,-83.30134961E-03
-7.89660E-06,+303.05449471E-03,-21.23285117E-03,+310.19552245E-03,-83.03627424E-03
-7.88660E-06,+303.05449471E-03,-21.33335368E-03,+310.19552245E-03,-83.22157574E-03
-7.87660E-06,+303.05449471E-03,-21.53787629E-03,+310.19552245E-03,-83.26743001E-03
-7.86660E-06,+303.05449471E-03,-21.41639388E-03,+310.19552245E-03,-83.46717875E-03
-7.85660E-06,+303.05606506E-03,-21.74842905E-03,+310.19552245E-03,-83.55700287E-03
-7.84660E-06,+303.05606506E-03,-22.05433357E-03,+310.19552245E-03,-83.73351041E-03
-7.83660E-06,+303.05606506E-03,-22.32619286E-03,+310.19552245E-03,-83.54915112E-03
-7.82660E-06,+303.05606506E-03,-23.07116773E-03,+310.19552245E-03,-83.55134961E-03
-7.81660E-06,+303.05493441E-03,-22.91224813E-03,+310.19552245E-03,-83.37232951E-03
-7.80660E-06,+303.05562537E-03,-23.64704712E-03,+310.19552245E-03,-83.41127423E-03
-7.79660E-06,+303.05449471E-03,-23.29868029E-03,+310.19552245E-03,-83.27622398E-03
-7.78660E-06,+303.05449471E-03,-24.23222299E-03,+310.19552245E-03,-83.45367373E-03
-7.77660E-06,+303.05449471E-03,-24.05571546E-03,+310.19552245E-03,-83.46058328E-03
-7.76660E-06,+303.05606506E-03,-24.57770038E-03,+310.19552245E-03,-83.62484207E-03
-7.75660E-06,+303.05449471E-03,-24.57192148E-03,+310.19552245E-03,-83.52088478E-03
-7.74660E-06,+303.05449471E-03,-24.96626821E-03,+310.19552245E-03,-83.60442750E-03
-7.73660E-06,+303.05449471E-03,-25.26086620E-03,+310.19552245E-03,-83.46026921E-03
-7.72660E-06,+303.05449471E-03,-25.78800187E-03,+310.19552245E-03,-83.49104810E-03
-7.71660E-06,+303.05449471E-03,-25.29365514E-03,+310.19552245E-03,-83.34908830E-03
-7.70660E-06,+303.05606506E-03,-25.98121795E-03,+310.19552245E-03,-83.51114860E-03
-7.69660E-06,+303.05606506E-03,-26.20697172E-03,+310.19552245E-03,-83.34940237E-03
-7.68660E-06,+303.05606506E-03,-26.47631845E-03,+310.19552245E-03,-83.51962850E-03
-7.67660E-06,+303.05606506E-03,-26.70533855E-03,+310.19552245E-03,-83.46592247E-03
-7.66660E-06,+303.05606506E-03,-27.05822799E-03,+310.19552245E-03,-83.55134961E-03
-7.65660E-06,+303.05606506E-03,-26.87694658E-03,+310.19552245E-03,-83.46812097E-03
-7.64660E-06,+303.05606506E-03,-27.01337874E-03,+310.19552245E-03,-83.55731694E-03
-7.63660E-06,+303.05606506E-03,-27.44177070E-03,+310.19552245E-03,-83.38960338E-03
-7.62660E-06,+303.05606506E-03,-27.59038879E-03,+310.19552245E-03,-83.49638730E-03
-7.61660E-06,+303.05606506E-03,-27.69164507E-03,+310.19552245E-03,-83.43545765E-03
-7.60660E-06,+303.05606506E-03,-21.57920795E-03,+310.19552245E-03,-83.48633705E-03
-7.59660E-06,+303.05606506E-03,-13.69378090E-03,+310.19552245E-03,-83.36918881E-03
-7.58660E-06,+303.05606506E-03,-6.99428348E-03,+310.19552245E-03,-83.53438981E-03
-7.57660E-06,+303.05606506E-03,-888.12777E-06,+310.19552245E-03,-83.41535715E-03
-7.56660E-06,+303.05606506E-03,+5.20559076E-03,+310.19552245E-03,-83.50895011E-03
-7.55660E-06,+303.05606506E-03,+11.39177160E-03,+310.19552245E-03,-83.39965363E-03
-7.54660E-06,+303.05606506E-03,+17.10207304E-03,+310.19552245E-03,-83.53910086E-03
-7.53660E-06,+303.05606506E-03,+22.59956042E-03,+310.19552245E-03,-83.38960338E-03
-7.52660E-06,+303.05606506E-03,+28.27167092E-03,+310.19552245E-03,-83.47188981E-03
-7.51660E-06,+303.05606506E-03,+34.73925879E-03,+310.19552245E-03,-83.40059584E-03
-7.50660E-06,+303.05606506E-03,+34.86237436E-03,+310.19552245E-03,-83.49199031E-03
-7.49660E-06,+303.05449471E-03,+33.28787689E-03,+310.19552245E-03,-83.36008077E-03
-7.48660E-06,+303.05606506E-03,+32.39403268E-03,+310.19552245E-03,-83.53878679E-03
-7.47660E-06,+303.05606506E-03,+32.84491207E-03,+310.19552245E-03,-83.45932700E-03
-7.46660E-06,+303.05606506E-03,+32.25935931E-03,+310.19552245E-03,-83.50361091E-03
-7.45660E-06,+303.05449471E-03,+31.95345480E-03,+310.19552245E-03,-83.42540740E-03
-7.44660E-06,+303.05292436E-03,+31.17795229E-03,+310.19552245E-03,-83.51805815E-03
-7.43660E-06,+303.05405501E-03,+31.05383169E-03,+310.19552245E-03,-83.38206569E-03
-7.42660E-06,+303.05449471E-03,+30.44692215E-03,+310.19552245E-03,-83.44927674E-03
-7.41660E-06,+303.05449471E-03,+29.68913321E-03,+310.19552245E-03,-83.42760589E-03
-7.40660E-06,+303.05449471E-03,+29.60986186E-03,+310.19552245E-03,-83.46749282E-03
-7.39660E-06,+303.05449471E-03,+28.97342970E-03,+310.19552245E-03,-83.37264358E-03
-7.38660E-06,+303.05449471E-03,+28.78724880E-03,+310.19552245E-03,-83.54820890E-03
-7.37660E-06,+303.05449471E-03,+28.42192217E-03,+310.19552245E-03,-83.40090991E-03
-7.36660E-06,+303.05449471E-03,+27.99390710E-03,+310.19552245E-03,-83.48633705E-03
-7.35660E-06,+303.05449471E-03,+27.62807796E-03,+310.19552245E-03,-83.36259333E-03
-7.34660E-06,+303.05449471E-03,+26.96463575E-03,+310.19552245E-03,-83.52716619E-03
-7.33660E-06,+303.05449471E-03,+26.61978651E-03,+310.19552245E-03,-83.43357323E-03
-7.32660E-06,+303.05449471E-03,+26.36966089E-03,+310.19552245E-03,-83.49104810E-03
-7.31660E-06,+303.05449471E-03,+25.47682170E-03,+310.19552245E-03,-83.39400036E-03
-7.30660E-06,+303.05449471E-03,+25.05282673E-03,+310.19552245E-03,-83.52119885E-03
-7.29660E-06,+303.05449471E-03,+24.44842975E-03,+310.19552245E-03,-83.41975413E-03
-7.28660E-06,+303.05449471E-03,+24.09729910E-03,+310.19552245E-03,-83.49952800E-03
-7.27660E-06,+303.05449471E-03,+23.85948503E-03,+310.19552245E-03,-83.43891242E-03
-7.26660E-06,+303.05449471E-03,+23.51677147E-03,+310.19552245E-03,-83.50549534E-03
-7.25660E-06,+303.05449471E-03,+23.22217348E-03,+310.19552245E-03,-83.40687725E-03
-7.24660E-06,+303.05449471E-03,+22.48473630E-03,+310.19552245E-03,-83.49010589E-03
-7.23660E-06,+303.05449471E-03,+22.08875641E-03,+310.19552245E-03,-83.39871142E-03
-7.22660E-06,+303.05449471E-03,+21.86300264E-03,+310.19552245E-03,-83.52245514E-03
-7.21660E-06,+303.05449471E-03,+21.25609310E-03,+310.19552245E-03,-83.39274408E-03
-7.20660E-06,+303.05449471E-03,+20.96425893E-03,+310.19552245E-03,-83.50109835E-03
-7.19660E-06,+303.05449471E-03,+20.46312829E-03,+310.19552245E-03,-83.39839735E-03
-7.18660E-06,+303.05449471E-03,+20.04428407E-03,+310.19552245E-03,-83.49513102E-03
-7.17660E-06,+303.05449471E-03,+19.76739965E-03,+310.19552245E-03,-83.41535715E-03
-7.16660E-06,+303.05449471E-03,+19.61061573E-03,+310.19552245E-03,-83.47848529E-03
-7.15660E-06,+303.05449471E-03,+18.97895745E-03,+310.19552245E-03,-83.39525664E-03
-7.14660E-06,+303.05449471E-03,+18.52430921E-03,+310.19552245E-03,-83.50580941E-03
-7.13660E-06,+303.05449471E-03,+18.17657052E-03,+310.19552245E-03,-83.39525664E-03
