Acquired on 3/8/2002 at 22:56:23
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  3.146018
Filter Resolution Bandwidth (pm):  0.000000
Convolved Resolution Bandwidth (pm):  3.146018
Channel Width: 0.200 nm

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)	Group Delay (ps)	Chromatic Dispersion (ps/nm)	Polarization Dependent Loss (dB)	Polarization Mode Dispersion (ps)	Linear Phase Deviation (rad)	Quadratic Phase Deviation (rad)	JM Element a Amplitude	JM Element b Amplitude	JM Element c Amplitude	JM Element d Amplitude	JM Element a Phase (rad)	JM Element b Phase (rad)	JM Element c Phase (rad)	JM Element d Phase (rad)	X Axis - Time (ns)	Time Domain Amplitude (GW/J)	Time Domain Wavelength (nm)	Max Loss (dB)	Min Loss (dB)	Second Order PMD (ps^2)	Phase Ripple Linear (rad)	Phase Ripple Quadratic (rad)
   1546.884087	193804.086926	-18.055673	1654.431663	19734.766889	32.939173	0.000000	0.181576	-0.027718	0.060824	0.103588	0.060901	0.114696	-1.401300	2.495616	0.990926	-1.429530	0.000000	0.000000	1549.650013	-15.047580	-47.986752	0.000000	0.405142	0.334483
   1546.886637	193803.767408	-12.865399	1704.761127	-6968.107820	49.405480	0.000000	0.074010	0.004246	0.089835	0.204501	0.091660	0.212369	-1.629042	2.505485	0.947816	-1.206471	0.001528	0.000000	1549.218177	-9.855149	-59.260629	0.000000	0.407137	0.332071
   1546.889187	193803.447891	-13.426935	1686.990343	-1398.745572	41.598368	290.821444	0.002121	0.037004	0.084713	0.194093	0.083217	0.197684	-1.515330	2.674903	1.146287	-0.975033	0.003056	0.000000	1549.172886	-10.416935	-52.015304	309190.486365	0.406657	0.342358
   1546.891738	193803.128373	-13.643176	1683.423106	8283.473808	39.251897	164.676611	-0.062606	0.042041	0.082043	0.185618	0.081977	0.196302	-1.648836	2.522791	0.966314	-1.165165	0.004585	0.000000	1550.012253	-10.633392	-49.885290	67179.678865	0.770321	0.818245
   1546.894288	193802.808856	-13.492734	1704.548611	-22140.670289	37.010535	105.698500	-0.169745	-0.030216	0.085286	0.189764	0.082549	0.198463	-1.825026	2.398275	0.783824	-1.279081	0.006113	0.000000	1549.673854	-10.483299	-47.493834	45490.587755	1.059693	0.986678
   1546.896838	193802.489338	-13.759791	1648.082641	-4624.892562	39.384013	60.489318	-0.163524	-0.023994	0.080639	0.184385	0.079597	0.193166	-1.879051	2.333564	0.724652	-1.341089	0.007641	0.000000	1549.463010	-10.749991	-50.134004	49485.271882	1.192285	0.994436
   1546.899389	193802.169820	-13.831773	1636.287610	-14290.586457	43.458535	120.108068	-0.133623	-0.028976	0.077793	0.183034	0.078885	0.192328	-2.014684	2.218203	0.571683	-1.465818	0.009169	0.000000	1549.711302	-10.821669	-54.280204	56733.182649	1.284425	0.962564
   1546.901939	193801.850303	-13.930015	1599.841688	-5234.068662	39.782801	178.790574	-0.030553	0.004329	0.076008	0.182298	0.075759	0.190173	-2.170970	2.042285	0.398753	-1.634173	0.010697	0.000000	1549.621553	-10.920171	-50.702972	51429.028798	1.341918	0.900390
   1546.904489	193801.530785	-14.119806	1586.492964	5108.312728	41.041444	128.595120	0.099315	0.029550	0.072169	0.178214	0.073646	0.187250	-2.316529	1.891234	0.259887	-1.773010	0.012225	0.000000	1550.414181	-11.109848	-52.151292	77708.672552	1.421244	0.897493
   1546.907040	193801.211268	-14.190746	1599.521009	-5575.853771	41.796738	74.056261	0.203028	-0.006266	0.072079	0.176284	0.073520	0.185805	-2.244525	1.993182	0.332547	-1.679231	0.013754	0.000000	1550.237575	-11.180733	-52.977471	36908.953744	1.475553	0.967978
   1546.909590	193800.891750	-14.317619	1585.300519	8547.636347	39.002770	64.293222	0.335290	-0.048416	0.070555	0.173802	0.071626	0.183550	-2.292332	1.922275	0.271145	-1.745345	0.015282	0.000000	1550.704817	-11.307865	-50.310636	27102.647347	1.529874	1.024696
   1546.912140	193800.572233	-14.457514	1607.100226	3910.922115	41.781265	455.516878	0.423788	-0.169212	0.069822	0.172147	0.073202	0.178303	-2.768496	1.475550	-0.190634	-2.184776	0.016810	0.000000	1549.809173	-11.447502	-53.228767	217496.058114	1.581232	1.069897
   1546.914691	193800.252715	-14.528600	1617.074590	684.920055	51.578697	339.313238	0.492260	-0.344916	0.068306	0.171000	0.071724	0.177330	-3.140978	1.140610	-0.531909	-2.524732	0.018338	0.000000	1549.852375	-11.518331	-63.097027	145487.598233	1.613759	1.104699
