Acquired on 3/8/2002 at 22:29:12
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  3.146018
Filter Resolution Bandwidth (pm):  0.000000
Convolved Resolution Bandwidth (pm):  3.146018
Channel Width: 0.200 nm

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)	Group Delay (ps)	Chromatic Dispersion (ps/nm)	Polarization Dependent Loss (dB)	Polarization Mode Dispersion (ps)	Linear Phase Deviation (rad)	Quadratic Phase Deviation (rad)	JM Element a Amplitude	JM Element b Amplitude	JM Element c Amplitude	JM Element d Amplitude	JM Element a Phase (rad)	JM Element b Phase (rad)	JM Element c Phase (rad)	JM Element d Phase (rad)	X Axis - Time (ns)	Time Domain Amplitude (GW/J)	Time Domain Wavelength (nm)	Max Loss (dB)	Min Loss (dB)	Second Order PMD (ps^2)	Phase Ripple Linear (rad)	Phase Ripple Quadratic (rad)
   1546.884087	193804.086926	-20.340286	1562.151051	54802.233235	29.463433	0.000000	-0.001793	0.023110	0.055548	0.071733	0.067165	0.075832	-0.161377	-2.385755	2.596236	0.402682	0.000000	0.000000	1549.685475	-17.334897	-46.798330	0.000000	1.196689	0.829592
   1546.886637	193803.767408	-15.138686	1701.912874	-12029.091951	36.081636	0.000000	-0.044136	-0.035835	0.080943	0.152051	0.088363	0.154202	-0.288744	-2.495427	2.375836	0.159961	0.001528	0.000000	1549.806138	-12.129457	-48.211093	0.000000	1.223832	0.832403
   1546.889187	193803.447891	-15.214373	1671.235048	-11165.268858	44.333797	295.076124	-0.024890	-0.029040	0.077421	0.155694	0.078264	0.154400	-0.639458	-2.855428	1.981711	-0.257704	0.003056	0.000000	1550.725398	-12.204233	-56.538030	125660.522229	1.247938	0.836716
   1546.891738	193803.128373	-16.017488	1642.760139	19551.280608	36.706895	165.827628	0.051521	0.039070	0.075931	0.138765	0.077655	0.137784	-0.777278	-3.006281	1.910065	-0.381117	0.004585	0.000000	1549.655518	-13.008115	-49.715010	98437.638571	1.269963	0.842154
   1546.894288	193802.808856	-15.708675	1692.622152	-7152.082074	37.185549	266.218224	0.027830	0.011229	0.075297	0.145264	0.074901	0.146089	-1.101711	3.008963	1.575281	-0.664243	0.006113	0.000000	1549.036867	-12.699205	-49.884754	167314.128055	1.288711	0.849726
   1546.896838	193802.489338	-16.175227	1674.381997	9432.269565	33.755402	73.188468	0.040758	0.024156	0.073783	0.136300	0.072466	0.137761	-1.159877	2.932645	1.532904	-0.752329	0.007641	0.000000	1549.445673	-13.166755	-46.922157	98763.528275	1.303351	0.860493
   1546.899389	193802.169820	-16.397467	1698.437457	1308.549568	33.774002	111.657126	0.005392	-0.007059	0.073036	0.131920	0.070916	0.134454	-1.266246	2.816283	1.421055	-0.864685	0.009169	0.000000	1549.494483	-13.388988	-47.162990	24369.466141	1.315687	0.872981
   1546.901939	193801.850303	-16.476162	1701.774709	-13290.286796	34.064789	134.884808	-0.036673	-0.040824	0.071376	0.130813	0.068428	0.134654	-1.412219	2.671445	1.240407	-1.023731	0.010697	0.000000	1550.202063	-13.467565	-47.532354	83108.832018	1.325742	0.887320
   1546.904489	193801.530785	-16.838195	1667.879785	4415.408517	30.858425	221.984868	-0.010692	-0.002391	0.070145	0.123894	0.064639	0.130276	-1.597730	2.437948	1.033316	-1.256205	0.012225	0.000000	1549.523063	-13.831457	-44.689883	110976.748086	1.333487	0.903730
   1546.907040	193801.211268	-16.963913	1679.140673	-9214.017984	31.336693	246.223082	-0.007318	0.017584	0.068678	0.121087	0.064509	0.129221	-1.851753	2.191762	0.713208	-1.497662	0.013754	0.000000	1549.189590	-13.956805	-45.293497	74234.125879	1.339507	0.921560
