Acquired on 3/8/2002 at 23:00:30
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  3.146018
Filter Resolution Bandwidth (pm):  0.000000
Convolved Resolution Bandwidth (pm):  3.146018
Channel Width: 0.200 nm

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)	Group Delay (ps)	Chromatic Dispersion (ps/nm)	Polarization Dependent Loss (dB)	Polarization Mode Dispersion (ps)	Linear Phase Deviation (rad)	Quadratic Phase Deviation (rad)	JM Element a Amplitude	JM Element b Amplitude	JM Element c Amplitude	JM Element d Amplitude	JM Element a Phase (rad)	JM Element b Phase (rad)	JM Element c Phase (rad)	JM Element d Phase (rad)	X Axis - Time (ns)	Time Domain Amplitude (GW/J)	Time Domain Wavelength (nm)	Max Loss (dB)	Min Loss (dB)	Second Order PMD (ps^2)	Phase Ripple Linear (rad)	Phase Ripple Quadratic (rad)
   1546.884087	193804.086926	-18.331865	1561.529071	14598.224675	36.508209	0.000000	-0.010305	-0.002099	0.058380	0.103993	0.062655	0.105912	-2.771599	1.131865	-0.442941	-2.777525	0.000000	0.000000	1549.361188	-15.322535	-51.830744	0.000000	0.301637	0.171049
   1546.886637	193803.767408	-12.397774	1598.758840	-5066.907156	36.912251	0.000000	-0.011054	-0.008318	0.092719	0.216370	0.094397	0.225440	-2.465682	1.759536	0.068230	-1.913657	0.001528	0.000000	1549.218470	-9.388359	-46.300609	0.000000	0.313570	0.170910
   1546.889187	193803.447891	-12.664155	1585.836693	5939.448217	38.072533	408.810663	0.014140	0.012773	0.090129	0.210065	0.088753	0.219474	-2.186838	2.120490	0.430539	-1.507256	0.003056	0.000000	1550.359631	-9.654532	-47.727065	149229.225372	0.325485	0.170845
   1546.891738	193803.128373	-13.024659	1600.984134	384.209539	42.580780	268.040389	0.008924	0.004821	0.086465	0.200922	0.088675	0.209668	-2.430153	1.848044	0.139244	-1.828384	0.004585	0.000000	1549.905472	-10.014599	-52.595380	79530.256974	0.336976	0.170792
   1546.894288	193802.808856	-12.641457	1601.963991	-3712.288990	40.572966	90.648311	0.001741	-0.003730	0.086571	0.211963	0.087774	0.220764	-2.422685	1.899915	0.167700	-1.745993	0.006113	0.000000	1548.299868	-9.631537	-50.204503	90074.208919	0.356062	0.170358
   1546.896838	193802.489338	-13.089946	1592.496436	6613.418479	44.406600	337.719571	0.013565	0.008094	0.081034	0.201452	0.084676	0.209436	-2.751609	1.562640	-0.155907	-2.090473	0.007641	0.000000	1550.020889	-10.079803	-54.486403	233375.472378	0.387963	0.169522
   1546.899389	193802.169820	-12.949110	1609.362878	-5130.226827	45.463280	72.941722	-0.008472	-0.012575	0.081152	0.205365	0.084923	0.213182	-2.811034	1.512246	-0.218696	-2.148538	0.009169	0.000000	1550.001148	-9.938934	-55.402214	136806.770486	0.446483	0.167532
   1546.901939	193801.850303	-13.061836	1596.279031	79.200454	44.662311	81.419761	-0.004242	-0.005610	0.079989	0.203972	0.083309	0.209469	-2.904906	1.424222	-0.292570	-2.215415	0.010697	0.000000	1550.175897	-10.051685	-54.713996	14393.058533	0.534348	0.163560
   1546.904489	193801.530785	-13.162171	1596.481020	1423.260020	44.666446	443.060984	-0.000418	0.002318	0.078941	0.200446	0.084421	0.207428	2.920575	0.978976	-0.738072	-2.671449	0.012225	0.000000	1550.736327	-10.152019	-54.818465	247090.356088	0.619055	0.164486
   1546.907040	193801.211268	-13.087210	1600.110848	-2556.408083	53.960215	930.506286	-0.003880	0.004326	0.080522	0.202171	0.083402	0.209599	1.948159	0.054579	-1.699880	2.678089	0.013754	0.000000	1549.067383	-10.076927	-64.037143	692588.654853	0.702892	0.205308
   1546.909590	193800.891750	-13.375248	1593.591061	8332.799102	43.491775	172.347791	0.005746	0.020791	0.077724	0.195767	0.081191	0.202441	2.107618	0.231800	-1.520709	2.849104	0.015282	0.000000	1548.917623	-10.365142	-53.856917	380422.335553	0.768813	0.225125
   1546.912140	193800.572233	-13.372233	1614.842852	-3108.845316	39.837850	31.039277	-0.027293	-0.004042	0.077038	0.195771	0.080765	0.203027	2.047620	0.200457	-1.558777	2.818634	0.016810	0.000000	1549.588505	-10.362384	-50.200234	71592.998467	0.821761	0.230424
   1546.914691	193800.252715	-13.504170	1606.914094	-1307.778777	39.931033	278.501164	-0.044413	-0.011589	0.076013	0.193386	0.077031	0.200352	1.770288	-0.079106	-1.842571	2.535725	0.018338	0.000000	1549.542757	-10.494311	-50.425344	144299.419113	0.874234	0.233894
   1546.917241	193799.933197	-13.732339	1603.578741	-17.343051	37.758270	49.916386	-0.054838	-0.011072	0.074256	0.188953	0.073997	0.194910	1.720433	-0.129114	-1.871790	2.492966	0.019866	0.000000	1550.189219	-10.722767	-48.481037	120154.488872	0.943189	0.251091
   1546.919792	193799.613680	-13.786519	1603.534509	-6731.227165	36.317730	77.097497	-0.065174	-0.009099	0.075134	0.188711	0.072667	0.192602	1.624809	-0.218078	-1.950828	2.416446	0.021395	0.000000	1549.511626	-10.777233	-47.094963	16268.060598	1.062004	0.311112
   1546.922342	193799.294162	-13.990708	1586.367107	5398.503584	37.121508	108.657850	-0.041045	0.028707	0.073584	0.182606	0.071894	0.189378	1.558970	-0.314366	-2.040420	2.312933	0.022923	0.000000	1548.268787	-10.981250	-48.102758	41725.958493	1.243583	0.421883
   1546.924892	193798.974645	-14.115103	1600.135560	-499.889364	36.974634	56.925523	-0.044558	0.040239	0.073438	0.178835	0.072295	0.186915	1.544551	-0.305559	-2.049474	2.326930	0.024451	0.000000	1549.150389	-11.105674	-48.080309	30630.843306	1.423581	0.520253
