Acquired on 3/8/2002 at 23:43:29
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  3.146018
Filter Resolution Bandwidth (pm):  0.000000
Convolved Resolution Bandwidth (pm):  3.146018
Channel Width: 0.200 nm

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)	Group Delay (ps)	Chromatic Dispersion (ps/nm)	Polarization Dependent Loss (dB)	Polarization Mode Dispersion (ps)	Linear Phase Deviation (rad)	Quadratic Phase Deviation (rad)	JM Element a Amplitude	JM Element b Amplitude	JM Element c Amplitude	JM Element d Amplitude	JM Element a Phase (rad)	JM Element b Phase (rad)	JM Element c Phase (rad)	JM Element d Phase (rad)	X Axis - Time (ns)	Time Domain Amplitude (GW/J)	Time Domain Wavelength (nm)	Max Loss (dB)	Min Loss (dB)	Second Order PMD (ps^2)	Phase Ripple Linear (rad)	Phase Ripple Quadratic (rad)
   1546.932544	193798.016092	-20.918004	1728.452132	-2208.247497	32.897104	163.641939	0.791404	-0.166211	0.042668	0.077803	0.043299	0.080254	0.328626	-1.262493	2.931865	1.447477	0.029035	0.000000	1549.573788	-17.909933	-50.807037	50714.021964	1.547398	0.848472
   1546.935094	193797.696574	-20.145862	1722.820098	-1836.605960	36.994255	108.353619	0.786182	-0.313653	0.041460	0.086949	0.042845	0.090689	0.317908	-1.253392	2.914835	1.415987	0.030564	0.000000	1549.642156	-17.136429	-54.130684	53759.134544	1.586264	0.844640
   1546.937645	193797.377057	-20.068686	1718.135903	-10699.480518	37.899929	109.627482	0.790364	-0.461172	0.044445	0.087168	0.045356	0.089752	0.332962	-1.272069	2.953477	1.410941	0.032092	0.000000	1549.492465	-17.059090	-54.959020	47992.067709	1.623056	0.837768
   1546.940195	193797.057539	-20.142354	1690.847190	4080.107819	37.819023	243.645573	0.849331	-0.563388	0.043813	0.086929	0.045495	0.088368	0.098151	-1.527068	2.727127	1.161827	0.033620	0.000000	1549.456855	-17.132771	-54.951794	126223.012588	1.656800	0.826920
   1546.942746	193796.738022	-19.402496	1701.253420	-15416.960040	49.290894	38.434216	0.887406	-0.695977	0.045854	0.094596	0.047856	0.098024	0.005600	-1.530316	2.672269	1.152286	0.035148	0.000000	1549.533647	-16.392247	-65.683141	104465.465293	1.686949	0.811729
   1546.945296	193796.418504	-19.574007	1661.932653	14758.471683	40.681239	228.429090	1.004421	-0.759107	0.046224	0.092835	0.048765	0.094489	-0.185514	-1.817467	2.476597	0.873246	0.036676	0.000000	1549.851127	-16.564078	-57.245318	209370.172438	1.713634	0.792664
   1546.947847	193796.098987	-19.165167	1699.574078	1941.701978	45.200320	369.608904	1.045868	-0.907287	0.047567	0.096592	0.050787	0.100334	-0.598681	-2.134590	2.083563	0.546230	0.038205	0.000000	1549.722551	-16.154998	-61.355318	132071.232612	1.736403	0.769456
   1546.950397	193795.779469	-18.937859	1704.526398	-15279.320510	51.803037	489.626978	1.077373	-1.074891	0.048902	0.099947	0.050718	0.102899	-1.033729	-2.616434	1.652961	0.059545	0.039733	0.000000	1549.659156	-15.927588	-67.730625	287735.216018	1.755764	0.743007
   1546.952948	193795.459951	-18.787441	1665.556293	5636.878189	47.649059	159.776166	1.187113	-1.173740	0.050448	0.103072	0.051382	0.103114	-0.829294	-2.388665	1.858163	0.288131	0.041261	0.000000	1549.947277	-15.777215	-63.426275	175226.313369	1.773085	0.715203
   1546.955498	193795.140434	-18.491887	1679.933271	-18524.743166	39.517166	729.614873	1.267990	-1.310933	0.053784	0.106014	0.052880	0.106656	-1.602898	-3.112808	1.115028	-0.442372	0.042789	0.000000	1550.148599	-15.482073	-54.999239	656614.179929	1.789143	0.705489
   1546.958049	193794.820916	-18.121026	1632.685362	2302.526516	38.466004	193.162942	1.443722	-1.362753	0.054358	0.110624	0.053130	0.113188	-1.776471	2.940394	0.946999	-0.659892	0.044317	0.000000	1549.799743	-15.111345	-53.577348	329487.940599	1.804158	0.724346
