Acquired on 3/9/2002 at 02:17:01
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  3.151336
Filter Resolution Bandwidth (pm):  0.000000
Convolved Resolution Bandwidth (pm):  3.151336
Channel Width: 0.200 nm

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)	Group Delay (ps)	Chromatic Dispersion (ps/nm)	Polarization Dependent Loss (dB)	Polarization Mode Dispersion (ps)	Linear Phase Deviation (rad)	Quadratic Phase Deviation (rad)	JM Element a Amplitude	JM Element b Amplitude	JM Element c Amplitude	JM Element d Amplitude	JM Element a Phase (rad)	JM Element b Phase (rad)	JM Element c Phase (rad)	JM Element d Phase (rad)	X Axis - Time (ns)	Time Domain Amplitude (GW/J)	Time Domain Wavelength (nm)	Max Loss (dB)	Min Loss (dB)	Second Order PMD (ps^2)	Phase Ripple Linear (rad)	Phase Ripple Quadratic (rad)
   1548.190938	193640.493931	-16.664051	1515.571861	47793.254526	29.357502	0.000000	0.004235	-0.003773	0.076710	0.132632	0.064023	0.124660	-1.403897	2.928185	1.022434	-1.039860	0.000000	0.000000	1549.522239	-13.658783	-43.016285	0.000000	0.527974	0.189118
   1548.193493	193640.174413	-11.528896	1637.664760	22834.087208	44.020420	0.000000	0.038799	0.036130	0.123994	0.249821	0.108665	0.225958	-1.855915	2.639840	0.687349	-1.105913	0.003056	0.000000	1549.476050	-8.518768	-52.539188	0.000000	0.550745	0.202476
   1548.196048	193639.854896	-12.334576	1695.997031	-26493.291202	40.257609	53.893427	-0.043744	-0.042409	0.110274	0.227469	0.096539	0.208837	-1.816238	2.683456	0.805341	-0.994908	0.006113	0.000000	1549.144699	-9.324686	-49.582295	208475.717449	0.571987	0.225980
   1548.198602	193639.535378	-11.981606	1628.316684	19135.082525	33.986869	10.360211	0.009587	0.013592	0.117601	0.236489	0.098178	0.217557	-1.771249	2.721412	0.801586	-1.025774	0.009169	0.000000	1549.464701	-8.973040	-42.959908	21794.355935	0.592338	0.236663
   1548.201157	193639.215861	-11.980691	1677.199750	-16864.360418	35.628246	238.285252	-0.035218	-0.029879	0.117890	0.237955	0.098179	0.215856	-2.009573	2.478707	0.555977	-1.230138	0.012225	0.000000	1549.346905	-8.971579	-44.599825	148633.069484	0.611064	0.260712
   1548.203711	193638.896343	-12.061475	1634.117398	8398.163068	33.057392	136.379811	0.006467	0.011806	0.117617	0.232814	0.098121	0.216226	-2.110891	2.335355	0.424889	-1.371567	0.015282	0.000000	1549.430112	-9.053323	-42.110715	92508.118827	0.628725	0.272870
   1548.206266	193638.576825	-11.880500	1655.571743	-1283.221337	32.633073	26.753032	0.005081	0.009086	0.120830	0.236379	0.101113	0.221389	-2.092505	2.348150	0.428054	-1.374026	0.018338	0.000000	1549.404772	-8.872568	-41.505642	55244.119136	0.645323	0.284599
   1548.208821	193638.257308	-12.024365	1652.293554	171.430352	33.932973	219.550338	0.010277	0.011612	0.117987	0.233396	0.101634	0.216244	-2.308471	2.115141	0.209824	-1.577639	0.021395	0.000000	1549.400730	-9.015821	-42.948794	126877.426909	0.661153	0.290096
   1548.211375	193637.937790	-11.782383	1652.731501	5652.150006	32.807039	30.231877	0.014593	0.011924	0.121943	0.237962	0.105885	0.223535	-2.329348	2.093362	0.180932	-1.594523	0.024451	0.000000	1549.231034	-8.774358	-41.581397	95885.349229	0.676645	0.286736
   1548.213930	193637.618273	-11.951086	1667.170895	-3858.676894	32.956606	77.673576	-0.010079	-0.018087	0.119566	0.235552	0.103393	0.217141	-2.394444	2.020311	0.097248	-1.676616	0.027507	0.000000	1549.378559	-8.942984	-41.899591	36513.929875	0.691613	0.289186
   1548.216485	193637.298755	-11.743972	1657.313206	1795.538970	33.456662	167.009542	-0.014961	-0.029643	0.119931	0.240795	0.107842	0.223291	-2.532219	1.852538	-0.044180	-1.839283	0.030564	0.000000	1549.346946	-8.735631	-42.192293	107269.769737	0.705831	0.294238
   1548.219039	193636.979238	-11.780742	1661.900250	-13119.260427	32.515777	99.979474	-0.029052	-0.051743	0.121442	0.238564	0.107211	0.222645	-2.438292	1.945126	0.056320	-1.737724	0.033620	0.000000	1549.152734	-8.772874	-41.288651	67897.241902	0.719274	0.301130
   1548.221594	193636.659720	-11.719150	1628.384502	1357.218258	33.802949	194.498352	0.024143	-0.007891	0.119201	0.242808	0.108414	0.222943	-2.638571	1.753381	-0.142858	-1.930638	0.036676	0.000000	1549.584587	-8.710659	-42.513608	77127.978258	0.732535	0.299241
   1548.224149	193636.340202	-11.658706	1631.851796	-2676.840231	35.524286	263.862320	0.070378	0.027665	0.117713	0.244230	0.112026	0.224620	-2.893364	1.488744	-0.370638	-2.193932	0.039733	0.000000	1549.589279	-8.649623	-44.173910	129778.047116	0.745783	0.301816
   1548.226704	193636.020685	-11.798137	1625.013233	2922.404462	36.311134	114.984191	0.130341	0.075615	0.118135	0.241963	0.108157	0.219078	-2.750586	1.616622	-0.227757	-2.066860	0.042789	0.000000	1549.746247	-8.788853	-45.099987	83679.396288	0.760081	0.310833
   1548.229258	193635.701167	-11.636746	1632.479168	5843.117851	35.892425	175.419670	0.175315	0.107242	0.118565	0.248070	0.110501	0.222246	-2.941124	1.439256	-0.407172	-2.238218	0.045845	0.000000	1549.752705	-8.627564	-44.519989	93593.352113	0.776386	0.317812
   1548.231813	193635.381650	-11.684823	1647.406766	88.745340	37.703141	149.995164	0.190321	0.107566	0.117964	0.245543	0.111574	0.221437	-3.096653	1.287790	-0.545230	-2.398207	0.048902	0.000000	1550.210739	-8.675260	-46.378400	94964.495240	0.793692	0.323757
   1548.234368	193635.062132	-11.667476	1647.633487	4451.359403	40.682539	31.100062	0.204872	0.106100	0.117805	0.248268	0.108492	0.221241	-3.078184	1.310677	-0.521401	-2.381422	0.051958	0.000000	1549.593114	-8.657547	-49.340086	62229.561588	0.811324	0.329324
