x-axis,2
second,Volt
-5.000000E-06,+539.508031681E-03
-4.995000E-06,+558.000493795E-03
-4.990000E-06,+569.095971063E-03
-4.985000E-06,+583.889940754E-03
-4.980000E-06,+587.588433176E-03
-4.975000E-06,+602.382402867E-03
-4.970000E-06,+609.779387712E-03
-4.965000E-06,+609.779387712E-03
-4.960000E-06,+617.176372558E-03
-4.955000E-06,+620.874864981E-03
-4.950000E-06,+624.573357403E-03
-4.945000E-06,+624.573357403E-03
-4.940000E-06,+624.573357403E-03
-4.935000E-06,+617.176372558E-03
-4.930000E-06,+620.874864981E-03
-4.925000E-06,+617.176372558E-03
-4.920000E-06,+613.477880135E-03
-4.915000E-06,+617.176372558E-03
-4.910000E-06,+606.080895290E-03
-4.905000E-06,+606.080895290E-03
-4.900000E-06,+606.080895290E-03
-4.895000E-06,+602.382402867E-03
-4.890000E-06,+602.382402867E-03
-4.885000E-06,+591.286925599E-03
-4.880000E-06,+594.985418022E-03
-4.875000E-06,+587.588433176E-03
-4.870000E-06,+591.286925599E-03
-4.865000E-06,+583.889940754E-03
-4.860000E-06,+587.588433176E-03
-4.855000E-06,+583.889940754E-03
-4.850000E-06,+580.191448331E-03
-4.845000E-06,+576.492955908E-03
-4.840000E-06,+583.889940754E-03
-4.835000E-06,+576.492955908E-03
-4.830000E-06,+576.492955908E-03
-4.825000E-06,+580.191448331E-03
-4.820000E-06,+572.794463485E-03
-4.815000E-06,+569.095971063E-03
-4.810000E-06,+576.492955908E-03
-4.805000E-06,+572.794463485E-03
-4.800000E-06,+569.095971063E-03
-4.795000E-06,+569.095971063E-03
-4.790000E-06,+569.095971063E-03
-4.785000E-06,+565.397478640E-03
-4.780000E-06,+565.397478640E-03
-4.775000E-06,+561.698986217E-03
-4.770000E-06,+558.000493795E-03
-4.765000E-06,+558.000493795E-03
-4.760000E-06,+558.000493795E-03
-4.755000E-06,+550.603508949E-03
-4.750000E-06,+554.302001372E-03
-4.745000E-06,+550.603508949E-03
-4.740000E-06,+550.603508949E-03
-4.735000E-06,+546.905016527E-03
-4.730000E-06,+543.206524104E-03
-4.725000E-06,+535.809539258E-03
-4.720000E-06,+539.508031681E-03
-4.715000E-06,+535.809539258E-03
-4.710000E-06,+532.111046836E-03
-4.705000E-06,+528.412554413E-03
-4.700000E-06,+528.412554413E-03
-4.695000E-06,+524.714061990E-03
-4.690000E-06,+517.317077145E-03
-4.685000E-06,+506.221599877E-03
-4.680000E-06,+509.920092300E-03
-4.675000E-06,+506.221599877E-03
-4.670000E-06,+502.523107454E-03
-4.665000E-06,+498.824615031E-03
-4.660000E-06,+502.523107454E-03
-4.655000E-06,+491.427630186E-03
-4.650000E-06,+487.729137763E-03
-4.645000E-06,+491.427630186E-03
-4.640000E-06,+484.030645341E-03
-4.635000E-06,+487.729137763E-03
-4.630000E-06,+487.729137763E-03
-4.625000E-06,+484.030645341E-03
-4.620000E-06,+487.729137763E-03
-4.615000E-06,+495.126122609E-03
-4.610000E-06,+487.729137763E-03
-4.605000E-06,+487.729137763E-03
-4.600000E-06,+491.427630186E-03
-4.595000E-06,+487.729137763E-03
-4.590000E-06,+498.824615031E-03
-4.585000E-06,+495.126122609E-03
-4.580000E-06,+506.221599877E-03
-4.575000E-06,+513.618584722E-03
-4.570000E-06,+513.618584722E-03
-4.565000E-06,+509.920092300E-03
-4.560000E-06,+521.015569568E-03
-4.555000E-06,+524.714061990E-03
-4.550000E-06,+528.412554413E-03
-4.545000E-06,+524.714061990E-03
-4.540000E-06,+532.111046836E-03
-4.535000E-06,+532.111046836E-03
-4.530000E-06,+532.111046836E-03
-4.525000E-06,+528.412554413E-03
-4.520000E-06,+524.714061990E-03
-4.515000E-06,+524.714061990E-03
-4.510000E-06,+521.015569568E-03
-4.505000E-06,+509.920092300E-03
-4.500000E-06,+513.618584722E-03
-4.495000E-06,+506.221599877E-03
-4.490000E-06,+498.824615031E-03
-4.485000E-06,+487.729137763E-03
-4.480000E-06,+484.030645341E-03
-4.475000E-06,+476.633660495E-03
-4.470000E-06,+461.839690804E-03
-4.465000E-06,+461.839690804E-03
-4.460000E-06,+439.648736268E-03
-4.455000E-06,+435.950243846E-03
-4.450000E-06,+421.156274155E-03
-4.445000E-06,+413.759289309E-03
-4.440000E-06,+402.663812041E-03
-4.435000E-06,+391.568334773E-03
-4.430000E-06,+376.774365082E-03
-4.425000E-06,+369.377380237E-03
-4.420000E-06,+358.281902969E-03
-4.415000E-06,+358.281902969E-03
-4.410000E-06,+343.487933278E-03
-4.405000E-06,+339.789440855E-03
-4.400000E-06,+324.995471165E-03
-4.395000E-06,+328.693963587E-03
-4.390000E-06,+324.995471165E-03
-4.385000E-06,+313.899993897E-03
-4.380000E-06,+310.201501474E-03
-4.375000E-06,+313.899993896E-03
-4.370000E-06,+313.899993897E-03
-4.365000E-06,+313.899993896E-03
