Acquired on 2/3/2002 at 01:05:36
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  3.153368
Filter Resolution Bandwidth (pm):  0.000000
Convolved Resolution Bandwidth (pm):  3.153368
Channel Width: 0.200 nm

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)	Group Delay (ps)	Chromatic Dispersion (ps/nm)	Polarization Dependent Loss (dB)	Polarization Mode Dispersion (ps)	Linear Phase Deviation (rad)	Quadratic Phase Deviation (rad)	JM Element a Amplitude	JM Element b Amplitude	JM Element c Amplitude	JM Element d Amplitude	JM Element a Phase (rad)	JM Element b Phase (rad)	JM Element c Phase (rad)	JM Element d Phase (rad)	X Axis - Time (ns)	Time Domain Amplitude (GW/J)	Time Domain Wavelength (nm)	Max Loss (dB)	Min Loss (dB)	Second Order PMD (ps^2)	Phase Ripple Linear (rad)	Phase Ripple Quadratic (rad)
   1548.690094	193578.082027	-7.407459	1676.260833	-104716.781785	34.293935	0.000000	-0.136926	-0.117144	0.251614	0.360180	0.247473	0.330202	-1.204688	-1.037286	1.545077	1.753488	0.000000	0.000000	1550.184972	-4.398775	-38.692710	0.000000	0.569558	0.332555
   1548.692650	193577.762510	-15.391292	1408.578268	102761.405225	30.712000	0.000000	0.183813	0.190407	0.095843	0.137067	0.106352	0.136060	-1.359401	-0.924665	1.319495	1.803877	0.003056	0.000000	1550.128483	-12.384677	-43.096677	0.000000	0.584971	0.329116
   1548.695206	193577.442992	-13.608269	1671.263263	-43007.316937	28.791440	448.475377	-0.022812	-0.026109	0.134131	0.165155	0.139488	0.149710	-1.617063	-0.752993	1.091038	2.007366	0.006113	0.000000	1549.898516	-10.603702	-39.395142	187971.907540	0.602716	0.323445
   1548.697763	193577.123475	-13.110316	1561.324964	-1739.183740	29.645464	419.340123	-0.008726	-0.018617	0.117727	0.189886	0.123598	0.180362	-1.071365	-0.835257	1.586550	1.926212	0.009169	0.000000	1549.429579	-10.104726	-39.750190	123669.314634	0.621657	0.317303
   1548.700319	193576.803957	-13.863554	1556.879127	15922.949102	29.968107	173.341589	0.014285	0.001097	0.119778	0.165955	0.126302	0.155957	-1.311583	-0.893056	1.366931	1.849143	0.012225	0.000000	1550.030009	-10.857627	-40.825734	127289.495690	0.640058	0.313058
   1548.702875	193576.484439	-12.641583	1597.582747	-25497.079770	30.509445	186.752833	-0.044419	-0.057607	0.129589	0.200018	0.132775	0.185556	-1.103729	-0.939240	1.584898	1.830642	0.015282	0.000000	1550.336267	-9.635144	-40.144589	72920.438146	0.657650	0.310865
   1548.705431	193576.164922	-13.080324	1532.404690	19887.508631	29.325535	127.980922	0.027727	0.017836	0.116667	0.192547	0.122281	0.181005	-0.965729	-0.980410	1.692869	1.782357	0.018338	0.000000	1550.147329	-10.075093	-39.400629	65468.869323	0.672392	0.313239
   1548.707988	193575.845404	-12.574200	1583.243196	-6514.337198	29.612111	42.618403	-0.002190	-0.005487	0.132752	0.198175	0.138353	0.185809	-1.005927	-0.992771	1.665378	1.770907	0.021395	0.000000	1549.949948	-9.568646	-39.180757	47615.668451	0.684205	0.319813
   1548.710544	193575.525887	-12.209980	1566.590519	3296.056336	30.297563	186.899669	0.001325	0.007919	0.130757	0.211133	0.134539	0.201147	-0.752048	-1.007277	1.913630	1.768496	0.024451	0.000000	1550.003584	-9.203734	-39.501297	190290.563581	0.694711	0.327972
   1548.713100	193575.206369	-12.398311	1575.016295	11119.799594	30.235073	29.768610	-0.012076	0.007706	0.133416	0.203228	0.137235	0.192868	-0.782459	-1.021010	1.884872	1.751125	0.027507	0.000000	1549.890932	-9.392123	-39.627196	78500.399763	0.703299	0.338382
   1548.715657	193574.886852	-11.678973	1603.442158	-980.758183	30.472060	73.848406	-0.082544	-0.046277	0.144859	0.221235	0.146685	0.210777	-0.639995	-0.999972	2.023147	1.777103	0.030564	0.000000	1549.956201	-8.672567	-39.144627	39144.207608	0.709955	0.350843
   1548.718213	193574.567334	-11.736200	1600.935009	13417.618691	30.828373	97.550453	-0.147978	-0.091930	0.143257	0.218570	0.146271	0.210721	-0.577334	-1.042280	2.077554	1.722556	0.033620	0.000000	1550.487783	-8.729488	-39.557861	58963.081138	0.714276	0.365702
   1548.720769	193574.247816	-11.456597	1635.235080	-352.760651	31.360835	71.669840	-0.282273	-0.203147	0.154007	0.222395	0.156737	0.212761	-0.630338	-1.088287	2.039905	1.678131	0.036676	0.000000	1550.034253	-8.449470	-39.810305	34585.185146	0.715391	0.383918
   1548.723326	193573.928299	-11.110824	1634.333299	266.694541	30.223333	77.259017	-0.414758	-0.309256	0.155086	0.236596	0.155726	0.224906	-0.494514	-1.080291	2.166648	1.702147	0.039733	0.000000	1549.749510	-8.104647	-38.327980	55693.198753	0.713599	0.404772
   1548.725882	193573.608781	-11.045485	1635.015067	8060.894265	29.196858	31.942265	-0.548611	-0.413437	0.162384	0.232857	0.165908	0.221572	-0.534368	-1.117308	2.116602	1.661330	0.042789	0.000000	1549.807134	-8.040407	-37.237265	29554.543891	0.710163	0.426303
   1548.728438	193573.289264	-10.609950	1655.621702	-10834.041530	29.327178	55.343439	-0.723834	-0.555690	0.170387	0.245373	0.172204	0.234308	-0.456984	-1.096218	2.197583	1.691243	0.045845	0.000000	1550.013622	-7.604718	-36.931896	31321.554837	0.705962	0.447249
   1548.730995	193572.969746	-10.505278	1627.925782	1741.269021	30.646929	48.807034	-0.843455	-0.639045	0.172121	0.248494	0.171738	0.239092	-0.393122	-1.055074	2.270748	1.728040	0.048902	0.000000	1549.903090	-7.498719	-38.145647	47570.270179	0.701053	0.467583
   1548.733551	193572.650229	-10.340181	1632.377141	-2389.752440	30.903163	17.864907	-0.972013	-0.728039	0.179481	0.248441	0.181450	0.240980	-0.427390	-1.078275	2.239154	1.700174	0.051958	0.000000	1549.777489	-7.333407	-38.236570	19731.134713	0.695572	0.487171
   1548.736108	193572.330711	-10.063255	1626.267987	-8317.779516	29.779730	31.886163	-1.088306	-0.801471	0.178987	0.262554	0.180912	0.251810	-0.430010	-1.106473	2.224158	1.675444	0.055015	0.000000	1550.070081	-7.057522	-36.837252	13874.822257	0.688079	0.508055
   1548.738664	193572.011193	-9.974315	1605.004376	1581.709131	30.245652	24.931501	-1.161910	-0.828918	0.187144	0.261830	0.187629	0.249808	-0.430533	-1.104741	2.221913	1.666786	0.058071	0.000000	1550.054789	-6.968118	-37.213770	13391.517853	0.677520	0.531575
   1548.741220	193571.691676	-9.679950	1609.047878	-8946.992218	29.634558	27.780811	-1.243632	-0.861186	0.188283	0.274034	0.191144	0.261179	-0.472899	-1.134785	2.175442	1.638320	0.061127	0.000000	1549.708518	-6.674371	-36.308929	17443.469132	0.664196	0.557100
   1548.743777	193571.372158	-9.461205	1586.175595	4824.670601	30.699836	41.019963	-1.279436	-0.844239	0.192942	0.282320	0.194954	0.267356	-0.522838	-1.165094	2.132966	1.596294	0.064184	0.000000	1549.805364	-6.454600	-37.154436	22493.584157	0.647972	0.584656
   1548.746333	193571.052641	-9.407591	1598.509527	1355.401168	31.999993	36.800142	-1.340001	-0.848756	0.198116	0.282037	0.197266	0.267434	-0.494522	-1.126057	2.171130	1.633675	0.067240	0.000000	1549.667218	-6.400031	-38.400024	19161.980424	0.629663	0.612955
   1548.748890	193570.733123	-9.102032	1601.974527	-7754.079611	30.116746	57.049593	-1.407522	-0.856932	0.197194	0.295364	0.199055	0.283179	-0.458816	-1.079792	2.194258	1.696831	0.070296	0.000000	1550.052359	-6.095958	-36.212704	31129.876903	0.609752	0.641271
   1548.751446	193570.413606	-8.948869	1582.151634	887.177047	30.253474	24.338660	-1.435248	-0.822016	0.204465	0.298092	0.206109	0.285695	-0.466009	-1.066785	2.180866	1.700490	0.073353	0.000000	1550.025744	-5.942663	-36.196138	19281.316080	0.678949	0.670142
   1548.754003	193570.094088	-8.804342	1584.419663	2525.122437	30.798108	43.024055	-1.467526	-0.788355	0.204524	0.305921	0.205751	0.292637	-0.499675	-1.050684	2.146170	1.708180	0.076409	0.000000	1550.264761	-5.797655	-36.595763	13809.977632	0.747594	0.699304
   1548.756559	193569.774571	-8.538670	1590.875047	6624.218393	30.634588	25.845280	-1.512765	-0.764358	0.208581	0.314099	0.212311	0.304571	-0.497168	-1.024902	2.143785	1.732769	0.079466	0.000000	1550.348221	-5.532121	-36.166709	11552.064607	0.782636	0.727199
   1548.759116	193569.455053	-8.442239	1607.809677	-1778.134160	30.522170	45.772357	-1.592001	-0.771061	0.210581	0.319689	0.213142	0.307107	-0.526848	-1.021847	2.115371	1.737629	0.082522	0.000000	1549.999303	-5.435788	-35.957958	19583.146418	0.781293	0.752334
   1548.761672	193569.135535	-8.214294	1603.263911	3176.408625	30.535968	76.849417	-1.662111	-0.765341	0.211223	0.333935	0.214018	0.315889	-0.627438	-1.065837	2.024550	1.696309	0.085578	0.000000	1550.044065	-5.207831	-35.743799	23315.459429	0.793823	0.775510
   1548.764228	193568.816018	-8.027656	1611.384365	4682.900131	31.308511	42.783010	-1.748524	-0.772627	0.217664	0.339523	0.221048	0.321638	-0.677573	-1.083037	1.977126	1.667144	0.088635	0.000000	1550.469451	-5.020568	-36.329079	36568.767302	0.802540	0.796709
